CustomerNo,TransactionNo,ProductCount
16682,558779,48
16682,566058,200
16682,571100,108
16682,580631,170
16683,552683,78
16683,554683,39
16684,539303,202
16684,539304,144
16684,539465,876
16684,539489,126
16684,543099,5880
16684,544185,141
16684,546992,3004
16684,546994,144
16684,549927,3300
16684,549928,200
16684,553607,4084
16684,553614,180
16684,553625,348
16684,561051,3192
16684,561052,624
16684,561053,840
16684,561055,480
16684,561809,600
16684,569570,6840
16684,569571,2788
16684,569572,5000
16684,571842,236
16684,571843,432
16684,574092,4074
16684,574324,360
16684,579189,528
16684,579191,600
16684,580665,4732
16684,C544184,144
16684,C557508,720
16685,570231,386
16685,570233,10
16686,539475,319
16686,543306,224
16686,550282,80
16686,554992,406
16686,564727,489
16686,565401,162
16686,572295,350
16686,C539476,1
16686,C543290,4
16687,552687,146
16688,570337,105
16688,570688,756
16688,573117,583
16688,579514,64
16688,581423,52
16689,567173,266
16689,568150,64
16689,C568138,18
16690,554068,46
16690,568700,92
16690,C572993,1
16692,544809,1
16692,547941,150
16693,546419,51
16693,569208,153
16696,541696,1037
16696,549016,12
16696,552557,90
16696,554051,24
16696,561508,20
16696,575696,8
16697,549910,27
16698,548494,520
16698,551191,320
16699,548699,12
16700,537864,238
16700,542353,463
16700,544051,266
16700,547667,440
16700,550468,238
16700,551885,447
16700,554113,215
16700,556501,250
16700,559794,405
16700,562849,278
16700,567373,313
16700,575502,264
16700,579949,207
16700,C548607,1
16700,C554846,1
16700,C557479,2
16700,C558735,1
16701,538593,366
16701,540906,332
16701,543912,178
16701,547861,232
16701,553653,398
16701,555472,381
16701,557280,549
16701,559657,44
16701,559660,1352
16701,562053,1126
16701,571306,658
16701,572857,72
16701,579954,705
16701,C544780,8
16701,C549269,14
16701,C558360,20
16701,C559803,72
16701,C559947,68
16703,545703,1
16705,539106,632
16705,539107,96
16705,542891,1184
16705,549837,429
16705,549838,48
16705,553315,492
16705,553317,108
16705,553319,20
16705,560364,480
16705,565230,437
16705,568196,248
16705,568315,18
16705,572100,12
16705,572101,102
16705,573584,628
16705,579106,424
16705,579107,10
16705,579108,24
16705,579109,24
16705,581572,60
16705,C539566,3
16705,C540381,1
16705,C543609,2
16705,C552027,1
16705,C554536,1
16705,C561013,3
16705,C566473,2
16705,C575573,2
16705,C580703,3
16706,563580,165
16706,565326,53
16706,574052,26
16708,539708,167
16708,572655,285
16709,545474,363
16709,549433,26
16709,554380,104
16709,554381,28
16709,566988,330
16710,537382,197
16710,538862,52
16710,545945,72
16710,547069,261
16710,552669,142
16710,553385,374
16710,561066,296
16710,568369,213
16710,577517,158
16710,577548,70
16711,543612,68
16711,561001,149
16711,575949,236
16711,580984,344
16712,546003,155
16712,548198,133
16712,552852,215
16712,552853,45
16712,556778,125
16712,562095,145
16712,564158,186
16712,565649,158
16712,577773,351
16712,577774,209
16712,579686,24
16713,537794,189
16713,539579,111
16713,543466,228
16713,544349,146
16713,547521,39
16713,549128,167
16713,549829,198
16713,550364,36
16713,557468,396
16713,560499,371
16713,563432,263
16713,568531,665
16713,569459,374
16713,576844,794
16713,577723,299
16713,C537763,1
16713,C539574,2
16713,C544416,2
16713,C548389,3
16713,C566461,2
16713,C568501,2
16714,542231,608
16714,542234,1
16714,549714,41
16714,C542232,2
16715,553715,2
16715,567939,642
16716,542909,96
16716,546923,24
16716,C543551,76
16717,537867,75
16717,545717,78
16717,557349,154
16717,558533,287
16717,565473,240
16717,574934,180
16717,576688,930
16717,C543026,6
16717,C560409,287
16717,C579887,5
16718,537153,413
16719,537334,146
16719,540161,148
16719,544846,133
16719,550352,125
16719,559933,186
16719,568226,231
16719,578688,235
16719,C544840,2
16720,558720,1
16720,576077,182
16721,547389,172
16722,537376,278
16722,537850,316
16722,544914,229
16722,550995,326
16722,554162,454
16722,556120,521
16722,559169,711
16722,560934,272
16722,564473,195
16722,565119,422
16722,569565,475
16722,571926,254
16722,578025,548
16722,C538745,1
16722,C552015,1
16722,C564504,10
16723,564300,398
16723,566184,1
16724,538724,1
16725,537023,64
16725,539053,70
16725,540093,25
16725,542412,23
16725,543245,47
16725,543639,59
16725,C543244,1
16726,538633,57
16726,544406,310
16726,544408,106
16726,554927,68
16726,576053,436
16727,538312,177
16728,547062,160
16728,550311,50
16728,558086,111
16728,572513,356
16729,539729,1
16729,549845,390
16729,550488,299
16729,551134,459
16729,551135,5
16729,552065,88
16729,552446,285
16729,552447,5
16729,553345,312
16729,554323,271
16729,555349,262
16729,556426,145
16729,557008,92
16729,558993,365
16729,560701,265
16729,561774,204
16729,563546,286
16729,565198,300
16729,566872,246
16729,569105,364
16729,571456,322
16729,573897,814
16729,580729,2455
16729,C555337,1
16729,C557004,1
16729,C558969,2
16729,C562561,1
16729,C574318,7
16730,541973,445
16730,550615,305
16730,571684,244
16730,C543659,96
16732,574956,317
16734,563572,108
16734,563573,1
16734,571681,237
16735,540524,385
16735,550071,304
16735,565243,621
16735,565244,57
16735,567797,206
16735,C550486,2
16735,C565789,17
16737,571432,288
16738,543986,3
16738,549738,732
16739,556959,172
16739,C557519,3
16742,539742,42
16742,C572410,190
16743,539211,338
16743,546242,306
16743,552963,219
16743,559293,15
16743,559297,416
16743,563735,384
16743,575622,369
16743,C562559,37
16744,557308,47
16744,560270,99
16744,565421,98
16744,568142,92
16744,572284,213
16744,574671,46
16744,579142,210
16745,542836,172
16745,543278,406
16745,544292,326
16745,545056,505
16745,546220,584
16745,547653,590
16745,549276,152
16745,551603,237
16745,552953,901
16745,556195,355
16745,556724,89
16745,558633,174
16745,560539,408
16745,562011,207
16745,563192,112
16745,565320,569
16745,566709,948
16745,C556787,8
16746,539160,236
16746,541238,116
16746,544445,199
16746,546871,150
16746,550408,316
16746,550448,7
16746,551658,306
16746,554997,226
16746,558696,334
16746,560422,159
16746,563174,184
16746,564855,338
16746,566967,177
16746,568197,800
16746,574299,157
16746,576516,204
16746,579184,93
16746,580636,654
16746,C558698,3
16747,569250,281
16747,573996,302
16747,C569976,4
16747,C576242,2
16748,540529,260
16748,543127,72
16748,552078,160
16748,574070,198
16748,577831,190
16750,550965,18
16750,561382,75
16750,562924,45
16750,568542,30
16750,572862,46
16751,575214,1031
16752,536676,54
16753,570826,189
16754,536830,4280
16755,542434,193
16755,551283,491
16755,563555,380
16755,C563553,5
16755,C563554,1
16756,552323,106
16756,564756,420
16757,542059,81
16758,569685,203
16759,539759,1
16759,575187,175
16759,575188,120
16759,580262,314
16759,C579502,1
16761,565409,341
16762,560383,143
16762,572565,193
16762,577482,282
16763,554636,319
16763,C555860,1
16764,560601,95
16764,561869,75
16764,562519,82
16764,565207,111
16764,566962,44
16764,568662,75
16764,570088,95
16764,573269,107
16764,575063,143
16764,577258,108
16764,578817,128
16764,579559,100
16764,580833,96
16764,C573228,4
16764,C575042,4
16764,C578803,2
16764,C579547,1
16764,C580805,1
16765,544426,4
16766,546387,268
16766,546403,268
16767,542373,1223
16767,547691,228
16767,551869,537
16767,556318,382
16767,561398,502
16767,563688,573
16767,565790,480
16767,575194,222
16767,575195,202
16767,575196,40
16767,575197,46
16768,546414,47
16768,564713,41
16768,572277,108
16768,C564711,3
16768,C572276,2
16769,547670,83
16770,536797,56
16770,539282,64
16770,542608,185
16770,550321,66
16770,571028,93
16770,C539284,12
16771,540188,303
16771,543022,396
16771,546117,341
16771,568198,356
16771,574692,81
16772,560772,1344
16773,571062,171
16774,556779,82
16774,560713,56
16774,563300,88
16774,569325,96
16774,C562020,4
16775,537634,62
16775,541113,27
16775,544592,26
16775,553655,31
16775,558478,41
16775,558740,28
16775,561818,39
16775,562809,29
16775,568726,68
16775,571081,62
16775,579489,27
16776,570410,262
16777,547872,50
16777,567481,14
16778,546301,66
16778,568324,128
16779,537678,133
16779,538453,195
16779,540462,195
16779,540857,140
16779,542724,151
16779,543464,308
16779,545913,220
16779,546963,203
16779,549554,220
16779,551833,324
16779,556252,343
16779,557141,238
16779,558460,270
16779,559897,334
16779,564379,340
16779,568995,411
16779,574915,258
16779,576091,158
16779,577409,276
16779,578685,216
16779,581168,154
16779,581169,238
16779,C538373,12
16779,C542913,3
16779,C558422,41
16779,C560045,4
16779,C560099,5
16779,C580918,24
16780,547833,99
16780,560780,126
16780,564995,172
16781,536759,113
16781,C538105,2
16782,537955,89
16782,538951,63
16782,542274,129
16782,545890,24
16782,546662,32
16782,551470,44
16782,553853,30
16782,558922,40
16782,561070,57
16782,567966,53
16782,574528,62
16782,577827,83
16782,579435,6
16782,C537431,1
16782,C538755,1
16782,C541885,1
16782,C547851,2
16782,C560123,2
16782,C569908,2
16784,577496,24
16788,547788,430
16788,548327,186
16788,562711,124
16789,580102,32
16790,573993,321
16790,574706,232
16790,574916,68
16790,575738,120
16790,578294,31
16790,580852,126
16790,C575172,3
16790,C576194,3
16791,540839,129
16791,547206,74
16791,552643,56
16791,552645,8
16791,562784,71
16791,570466,177
16791,575726,247
16791,C570447,4
16792,545425,43
16792,545427,1
16793,571067,146
16794,556491,260
16794,556519,2
16794,560105,263
16794,564168,100
16794,566297,58
16794,572301,56
16794,575961,36
16794,575967,1
16794,579411,96
16794,581450,64
16794,C556518,2
16794,C575963,2
16795,538069,239
16796,566277,186
16797,571797,406
16800,579167,540
16801,536801,134
16801,546389,186
16801,554088,271
16801,555017,27
16801,558470,15
16801,C548460,186
16803,569680,245
16803,577803,8
16804,546545,34
16804,576876,184
16804,576877,24
16805,538853,270
16805,557267,269
16805,559805,1
16806,550191,119
16806,551714,79
16806,557855,69
16806,564745,110
16807,546437,311
16807,552261,168
16807,560690,298
16808,546314,116
16808,558808,48
16808,565225,80
16809,541809,463
16809,547380,166
16809,553187,110
16809,561331,95
16809,570219,87
16809,576852,194
16809,C547368,1
16810,555133,114
16810,558810,125
16810,C538734,2
16811,554811,2
16811,558811,41
16811,578092,393
16811,580608,84
16812,538816,81
16813,553856,151
16813,555202,66
16813,557283,128
16813,560233,477
16813,561868,144
16813,563697,147
16813,565408,74
16813,567858,70
16813,572096,189
16813,580073,79
16814,537055,105
16814,540073,193
16814,541091,159
16814,541484,117
16814,542390,116
16814,543095,59
16814,544405,50
16814,547940,187
16814,549836,75
16814,551385,135
16814,553673,187
16814,555012,254
16814,557039,181
16814,559254,154
16814,562023,131
16814,564143,78
16814,566489,255
16814,569859,72
16814,572352,85
16814,576758,112
16814,578810,56
16814,C557037,1
16816,539296,48
16816,542616,143
16816,559872,60
16816,564738,23
16817,537397,164
16817,538899,58
16817,546330,79
16817,547804,8
16817,548917,70
16817,552018,72
16817,555741,123
16817,574867,95
16817,581057,153
16817,C538115,34
16817,C547104,8
16817,C547241,8
16817,C557249,10
16818,553658,322
16818,554123,76
16818,555207,253
16818,556236,16
16818,560118,246
16818,561284,68
16818,562518,153
16818,564543,113
16818,565859,336
16818,568909,524
16818,579282,58
16818,C554001,1
16818,C554493,1
16820,565542,307
16821,540821,1066
16823,551158,136
16824,558338,134
16824,578470,102
16825,555738,358
16825,573863,208
16826,543826,324
16826,571890,158
16827,578827,1255
16828,563839,58
16828,578828,2
16829,559092,99
16830,573829,264
16832,552191,20
16832,554043,8
16832,556098,5
16833,540525,160
16833,540833,1
16833,547716,134
16833,547717,12
16833,581413,134
16834,551002,358
16834,552834,2
16835,536593,19
16835,562216,42
16836,563261,84
16836,573425,81
16837,549306,98
16837,549924,12
16837,550669,8
16837,551654,18
16837,552730,260
16837,554756,32
16837,554762,148
16837,554765,131
16837,558923,20
16837,564837,429
16837,570597,422
16837,575128,414
16837,576837,1687
16837,C555074,1
16838,544911,93
16838,554809,92
16838,564838,461
16838,C545844,1
16839,537052,232
16839,540407,329
16839,541227,80
16839,541812,152
16839,543392,416
16839,544194,346
16839,545319,152
16839,546830,345
16839,547550,144
16839,548493,314
16839,552445,351
16839,553891,400
16839,554853,294
16839,555733,304
16839,557503,296
16839,557504,40
16839,558706,320
16839,559784,312
16839,560977,308
16839,561861,190
16839,562908,245
16839,563951,154
16839,566433,438
16839,567515,72
16839,568343,382
16839,570089,224
16839,571245,206
16839,573928,365
16839,574325,260
16839,575184,404
16839,576772,170
16839,577098,130
16839,579920,384
16839,579921,216
16839,C542640,4
16839,C545450,2
16839,C546203,12
16839,C569989,478
16839,C577398,8
16841,545001,230
16841,552542,232
16841,555866,316
16841,557750,426
16841,561147,674
16841,574182,372
16841,C564276,16
16842,543619,370
16842,559350,179
16842,564868,144
16842,C569922,1
16843,541263,534
16843,544645,560
16843,549755,344
16843,553707,469
16843,553708,68
16843,554825,163
16843,557057,2014
16843,557058,14
16843,559884,800
16843,559885,60
16843,561625,1704
16843,565460,2300
16843,565808,4
16843,569695,938
16843,569696,4
16843,573163,183
16843,C545440,5
16844,577844,1242
16846,572075,135
16847,573028,78
16848,571552,182
16849,555588,33
16850,540567,249
16851,571730,83
16851,573262,107
16851,580651,81
16852,557103,51
16852,579437,5
16855,573125,80
16855,576676,84
16856,539856,133
16856,578684,12
16858,537236,91
16858,C537832,8
16859,547507,376
16859,560366,450
16859,C560877,1
16859,C560987,1
16859,C564488,169
16861,558891,24
16861,570495,116
16861,C537414,6
16863,537669,105
16863,575139,304
16863,C538701,1
16863,C575679,16
16864,536864,65
16865,547865,1
16865,558865,116
16865,560865,4
16866,552866,43
16866,558701,21
16866,559524,12
16866,560929,27
16869,557221,170
16869,558191,72
16869,571845,209
16869,577008,134
16869,C572722,4
16871,546440,256
16871,548016,36
16871,548017,203
16871,553067,366
16871,566299,200
16871,577127,192
16871,C554690,3
16872,556066,382
16872,564669,72
16872,568131,146
16873,538354,1040
16873,549522,341
16873,554712,218
16873,562381,456
16873,570218,780
16873,580615,1005
16873,C539608,3
16873,C550646,6
16873,C555261,1
16873,C570958,5
16874,558874,46
16875,540003,140
16875,544161,233
16875,544163,18
16875,560356,97
16875,569331,581
16875,C540781,14
16875,C549823,1
16875,C560907,3
16875,C569971,7
16877,553204,35
16877,559551,69
16877,573414,148
16877,576079,69
16877,577533,71
16877,578945,71
16878,567158,12
16878,C576375,12
16880,555508,168
16880,557289,91
16880,557290,16
16880,559538,135
16880,562526,70
16880,565115,127
16880,575222,146
16881,569420,600
16882,542267,2
16882,550148,100
16882,569423,322
16883,536857,54
16883,555541,50
16883,572883,20
16884,573931,202
16884,574011,117
16885,539456,36
16885,571899,45
16885,578515,102
16887,574530,157
16889,540415,365
16889,549546,310
16889,554978,250
16891,536874,92
16891,560833,66
16891,565481,32
16891,571891,5
16891,574258,65
16891,581253,28
16892,556182,77
16892,575621,54
16892,578508,69
16892,581394,4
16892,581395,35
16892,C541674,1
16892,C581393,3
16893,537764,62
16895,569823,102
16896,569896,73
16897,542601,58
16897,543813,15
16897,C543818,15
16898,537351,98
16898,556916,152
16898,576066,169
16898,C538081,33
16899,538841,75
16899,543899,562
16899,553384,64
16899,559881,86
16899,566225,30
16899,577541,196
16899,580193,71
16900,570127,496
16900,577492,236
16900,578126,100
16900,C579092,108
16902,563351,629
16903,575681,262
16904,537614,137
16904,537616,2
16904,541564,123
16904,543924,27
16904,547651,224
16904,551436,64
16904,556905,168
16904,558159,70
16904,558535,125
16904,560223,73
16904,561917,89
16904,562932,321
16904,564139,217
16904,575637,143
16904,580644,239
16905,536860,108
16905,547712,79
16905,550314,79
16905,572307,527
16905,577524,320
16905,577525,133
16905,580514,159
16905,C550306,1
16906,548983,45
16906,553664,21
16906,555584,118
16906,567288,97
16907,538155,68
16907,544666,69
16907,550632,42
16907,560098,50
16907,575718,69
16909,568729,436
16909,579909,30
16909,C569941,2
16910,566200,93
16910,566734,89
16910,567878,179
16910,568061,105
16910,570126,50
16910,571676,128
16910,579741,95
16910,580640,147
16912,541686,117
16912,544610,140
16912,544611,72
16912,553225,96
16912,553226,52
16912,561634,44
16912,561635,68
16912,569322,212
16912,569323,5
16912,569324,192
16912,575853,31
16912,C546363,12
16912,C554342,1
16912,C576856,1
16913,544654,82
16914,574292,121
16915,545229,18
16915,548991,29
16915,557970,6
16915,562349,6
16915,572912,31
16915,579865,42
16916,536742,103
16916,543916,25
16916,576686,337
16917,545918,232
16918,542266,173
16918,558760,158
16918,565588,231
16918,570200,140
16918,570201,1
16918,572214,18
16918,574918,292
16918,C570194,13
16919,537372,73
16919,538863,138
16919,548971,90
16919,549874,191
16919,550607,68
16919,551282,116
16919,552179,44
16919,554487,68
16919,555116,173
16919,556733,279
16919,559138,173
16921,570246,171
16923,538370,218
16923,540499,90
16923,542600,139
16923,545681,289
16923,547841,298
16923,550437,94
16923,552257,204
16923,553422,40
16923,554534,40
16923,555524,265
16923,555530,24
16923,557262,88
16923,559525,214
16923,565151,222
16923,569205,401
16923,573330,236
16923,575932,257
16923,578933,20
16923,578936,278
16923,C538372,6
16923,C542413,160
16923,C545679,1
16923,C550664,1
16923,C552258,2
16923,C554533,40
16923,C555529,24
16924,567094,97
16924,569789,84
16924,577300,312
16924,C577196,13
16925,555925,256
16926,536972,35
16927,538594,490
16927,545992,23
16927,563411,480
16928,536566,93
16928,541791,81
16928,543730,90
16928,548652,108
16928,550513,235
16928,552270,49
16928,555353,118
16928,556791,136
16928,558339,133
16928,560026,93
16928,562468,100
16928,563033,114
16928,563711,86
16928,564848,194
16928,565758,142
16928,566747,173
16928,567514,168
16928,C543819,19
16928,C563072,1
16929,559299,200
16929,562342,126
16929,568785,80
16929,574233,66
16929,576901,119
16929,578063,132
16929,580733,206
16930,569225,185
16930,569226,4
16930,571930,2
16930,576073,152
16931,537054,82
16931,539414,100
16931,541844,128
16931,544460,218
16931,547871,158
16931,549553,90
16931,551517,136
16931,554080,184
16931,554979,125
16931,557276,202
16931,558752,146
16931,560244,243
16931,561867,85
16931,564739,81
16931,568170,169
16931,570224,128
16931,570226,3
16931,572291,174
16931,573500,133
16931,577545,240
16931,580502,333
16932,571461,87
16932,571932,1
16933,550132,127
16933,562933,619
16933,581381,161
16933,C550099,2
16933,C550484,3
16933,C581305,2
16934,571274,364
16934,571277,35
16936,576176,173
16937,562937,1
16938,543174,117
16938,556484,2190
16938,556523,15
16938,579940,215
16938,C556522,1515
16940,544790,549
16940,557878,687
16940,571671,933
16942,551057,138
16942,551821,101
16942,551825,4
16942,555488,107
16942,557016,58
16942,559170,86
16942,561320,103
16942,574659,97
16942,578931,117
16942,C557022,4
16943,542114,97
16943,547539,28
16943,552947,20
16945,539309,157
16945,543373,104
16945,543374,163
16945,546119,201
16945,546120,104
16945,548199,222
16945,554085,94
16945,554086,74
16945,554945,12
16945,558260,286
16945,558261,24
16945,561750,158
16945,563615,200
16945,565238,134
16945,566915,172
16945,570864,194
16945,570865,64
16945,575053,24
16945,575054,164
16945,577182,186
16947,550348,312
16948,541439,96
16948,547406,150
16948,561047,1368
16949,542350,46
16949,548314,77
16949,551957,66
16949,555742,197
16949,566949,461
16949,573341,313
16949,580778,92
16949,C556673,1
16950,537636,32
16950,562579,305
16950,571120,307
16951,543470,1066
16951,561246,240
16951,561602,12
16951,C562651,12
16952,564044,67
16952,564047,25
16953,575433,10
16954,538908,194
16954,546431,338
16954,548267,58
16954,562566,154
16954,570411,94
16954,578152,12
16954,578192,12
16954,580370,120
16954,581489,72
16955,536533,80
16955,537249,20
16955,540481,94
16955,555944,72
16955,C538725,20
16956,577812,114
16956,C579739,2
16957,545465,64
16957,550136,108
16959,566594,49
16960,548621,92
16960,570288,133
16960,573830,76
16961,563347,125
16963,555555,35
16965,551268,243
16966,549965,360
16966,553881,288
16966,554789,528
16966,557775,144
16966,572774,1
16966,578341,384
16966,580067,276
16966,C558239,1
16966,C558423,1
16967,555492,333
16968,564268,98
16968,580682,228
16969,555201,388
16969,561624,352
16969,573545,75
16971,541971,198
16971,573905,72
16974,564974,416
16975,541975,1121
16976,546874,88
16976,546976,79
16978,568054,166
16979,543983,93
16979,560108,42
16979,571831,292
16979,575693,174
16979,578020,206
16979,580883,58
16979,C544432,1
16979,C574337,4
16980,544569,418
16980,548202,370
16982,570348,182
16983,537134,107
16983,541858,154
16983,546425,187
16983,556479,86
16983,565407,198
16983,575950,356
16983,578924,291
16983,580983,1649
16983,C546740,13
16984,562031,1632
16984,566408,791
16984,C564903,12
16984,C566423,2
16984,C567940,1
16985,539103,367
16985,542603,202
16985,546689,230
16985,546690,18
16985,552872,250
16985,552873,14
16985,558916,206
16985,566403,114
16985,578005,146
16985,578029,285
16985,C542951,2
16986,575418,40
16986,575582,1000
16987,553714,47
16987,556632,17
16987,557792,39
16987,571294,115
16987,571297,1
16987,573314,108
16987,580998,75
16988,580535,43
16989,539989,1
16989,559703,1066
16989,565330,20
16989,567644,23
16989,570124,60
16989,578671,40
16989,580368,24
16990,551877,100
16992,545082,228
16992,554355,128
16992,565226,274
16992,574227,149
16992,579358,81
16992,C543039,3
16995,540995,912
16995,C536818,1
16996,539720,40
16996,539732,6
16996,546659,108
16996,548996,16
16996,549442,102
16996,562923,134
16996,575483,154
16996,C539090,1
16996,C539100,2
16996,C564214,7
16997,541474,200
16997,543130,40
16997,544925,120
16998,543479,24
16998,553868,48
16998,553871,2
16998,559828,2
16998,C554373,2
16999,568364,141
16999,576786,153
17001,539086,260
17001,541986,189
17001,545589,178
17001,549429,158
17001,553207,179
17001,557312,234
17001,563708,144
17001,566172,224
17001,572460,208
17001,577080,172
17001,581486,218
17002,544644,266
17002,552260,156
17002,566860,257
17002,C568562,1
17004,566013,602
17004,572509,217
17006,568155,100
17006,575170,23
17006,577743,64
17006,580622,84
17007,539417,32
17007,539418,72
17007,547007,1
17007,551007,71
17007,552327,93
17007,554073,90
17007,559355,59
17007,571987,251
17007,C539726,10
17008,551008,73
17010,577755,118
17010,C578142,2
17011,575320,186
17013,553013,680
17014,569462,55
17014,574896,63
17014,580075,127
17014,C574900,5
17015,555845,549
17015,569000,1153
17015,575755,279
17017,536618,600
17017,536619,48
17017,537489,396
17017,538120,150
17017,538868,814
17017,544906,308
17017,547020,287
17017,547036,264
17017,549918,184
17017,552017,11
17017,553836,458
17017,553837,12
17017,558571,698
17017,558573,8
17017,558574,84
17017,568576,700
17017,572892,180
17017,576847,412
17017,578297,228
17017,579531,418
17017,581013,424
17017,C538802,8
17017,C545508,2
17017,C545509,5
17017,C550170,3
17017,C554340,19
17017,C559012,10
17017,C570845,13
17018,541427,60
17018,573337,116
17019,537375,223
17019,541012,244
17019,547485,191
17019,579141,169
17022,575166,108
17024,545024,41
17024,558912,25
17024,565158,20
17024,572679,24
17025,536573,136
17025,536574,3
17025,570251,96
17026,537139,25
17026,555863,72
17027,542236,100
17027,545027,294
17027,545166,88
17027,545306,6
17027,556575,94
17027,567807,129
17027,567808,4
17027,C545307,6
17029,550308,200
17029,563902,200
17030,569999,146
17031,559368,125
17031,579039,110
17033,539008,124
17033,552491,66
17033,556033,1
17033,566740,560
17034,544939,98
17034,567523,124
17034,578301,187
17034,C577149,4
17035,542869,143
17035,549360,86
17035,C543764,28
17037,566571,656
17037,C567919,4
17038,559038,732
17038,575329,28
17040,561095,181
17041,538796,190
17041,564090,349
17041,575936,412
17041,C538798,4
17042,549129,329
17042,554858,120
17042,559370,223
17042,562913,220
17042,581120,102
17043,547018,162
17043,556792,195
17043,571746,395
17043,574907,246
17044,576275,504
17044,C539054,6
17044,C579912,11
17045,539045,25
17045,549106,1
17045,559154,34
17045,563728,71
17046,558046,256
17046,559027,510
17047,553724,207
17047,553725,145
17047,566871,181
17048,540990,143
17048,545400,281
17048,563204,61
17048,C541834,6
17048,C545723,4
17048,C563459,1
17049,546028,314
17049,552321,194
17049,552322,108
17049,559011,291
17049,563211,176
17049,567095,280
17049,571442,654
17049,577312,422
17049,581034,234
17049,C560046,1
17049,C579904,6
17050,543805,69
17050,544462,259
17050,545695,352
17050,548712,367
17050,555567,306
17050,565437,261
17051,554993,184
17052,559052,1561
17052,575895,261
17053,561910,122
17053,C562151,1
17054,549446,319
17054,550490,78
17054,553346,147
17054,554054,277
17054,561092,195
17054,575874,65
17054,C561612,2
17058,550000,351
17058,554490,104
17058,567199,137
17059,537135,471
17059,547650,219
17059,554808,154
17059,563928,438
17059,575602,571
17060,546996,216
17061,550914,522
17061,550925,64
17061,551138,36
17061,551141,6
17061,551875,196
17061,553154,160
17061,555008,66
17061,557968,168
17061,560201,86
17061,563896,104
17061,568423,118
17061,571061,391
17061,C551139,42
17062,537077,151
17062,538013,95
17062,539214,78
17062,542599,94
17062,C539191,2
17063,544798,73
17063,544799,112
17063,558454,114
17063,558456,10
17063,571006,230
17063,571008,12
17063,577365,219
17063,C545442,1
17063,C558883,4
17063,C571856,1
17063,C579906,1
17064,541264,74
17064,556303,115
17064,558064,22
17064,570713,129
17068,537392,75
17068,539266,38
17068,540996,34
17068,542667,252
17068,545224,86
17068,547065,83
17068,550052,198
17068,551420,154
17068,552233,25
17068,553887,74
17068,555495,137
17068,558068,266
17068,560042,88
17068,560205,10
17068,561390,125
17068,563903,124
17068,565732,140
17068,567074,145
17068,569856,45
17068,572203,176
17068,575984,68
17068,578939,82
17068,C560206,10
17069,536588,103
17069,539490,129
17069,549576,229
17069,551200,6
17069,559321,245
17069,567189,338
17069,567951,6
17069,575923,361
17069,575924,89
17069,C539945,6
17069,C551196,6
17069,C559747,6
17069,C567950,6
17070,563585,133
17071,543044,150
17071,548500,148
17071,550120,102
17071,555514,102
17071,561656,116
17071,561657,4
17071,566443,144
17071,570591,115
17071,575914,316
17071,C543790,6
17071,C550533,2
17071,C566785,5
17071,C577815,1
17071,C579923,1
17073,564060,307
17073,567186,197
17073,571601,96
17073,577893,158
17074,574074,860
17075,542226,76
17075,544646,105
17075,548499,60
17075,577919,51
17075,C548495,3
17076,538181,58
17076,546316,54
17076,574315,183
17078,574317,762
17078,574320,20
17078,577078,1360
17079,567888,24
17080,546632,72
17080,577028,94
17080,C546777,2
17081,572464,25
17081,576217,53
17082,542122,316
17082,574733,733
17083,543519,372
17083,544271,190
17083,564078,210
17084,574544,1283
17084,574545,533
17085,538449,228
17085,539501,136
17085,543806,114
17085,548702,151
17085,562708,157
17085,C538463,2
17086,556086,34
17086,570086,343
17086,572221,129
17086,574091,454
17086,575302,236
17086,576558,228
17086,580298,468
17088,544088,2
17088,548405,355
17088,556088,17
17088,556290,170
17088,568591,222
17088,575893,121
17089,544089,366
17090,539597,24
17090,544921,208
17090,551011,81
17090,560090,461
17090,561090,23
17090,565372,48
17090,566434,294
17090,571664,144
17090,580658,122
17090,C572471,1
17091,537458,101
17091,541524,240
17091,549982,323
17091,555810,346
17091,555817,3
17091,565366,265
17091,565367,12
17091,574960,276
17091,581027,180
17091,C542091,3
17092,545871,109
17092,556092,54
17092,562549,282
17092,566560,216
17092,572121,524
17094,541792,152
17094,556094,47
17094,C542139,4
17095,540505,143
17095,543809,91
17095,556095,116
17095,577016,382
17095,C540895,1
17095,C577096,3
17096,547491,115
17096,560598,63
17096,570866,67
17096,578544,94
17096,C561229,3
17096,C571321,2
17096,C579760,2
17097,538095,67
17097,541576,48
17097,563477,75
17097,563482,7
17097,563901,3
17097,564975,50
17097,579503,117
17097,581193,92
17097,C563899,2
17099,572099,8
17100,553100,6
17100,577791,793
17100,577792,7
17101,556797,158
17101,571844,201
17101,575509,256
17101,579449,200
17102,547415,2
17105,543279,359
17105,558771,334
17107,545701,826
17107,553182,1025
17107,559357,581
17107,568193,1099
17107,574707,1296
17107,574708,10
17107,C574748,300
17108,556108,454
17109,550941,227
17109,550944,21
17109,572876,99
17109,574914,142
17109,574939,8
17109,575702,92
17109,C573925,8
17109,C574517,8
17110,558199,50
17111,572314,302
17114,540512,82
17114,544064,22
17114,548869,20
17114,553196,6
17114,558111,7
17114,561038,20
17114,574695,22
17114,580434,40
17114,C549540,2
17114,C558112,7
17115,550799,166
17115,556284,94
17115,580088,112
17115,C551330,1
17115,C556644,3
17116,540116,1
17117,544905,68
17118,542214,154
17119,570555,305
17119,580962,28
